k,WCSS,k_selected_by_max_chord
1,227.99999999999997,False
2,146.66729276013137,False
3,73.26122936045824,False
4,38.62766815987404,True
5,27.482114272586546,False
6,21.026051371501723,False
7,18.26349369122414,False
8,14.419541840354213,False
9,12.057906651737753,False
10,9.944335403351907,False
