k,WCSS,k_selected_by_max_chord
1,110.00000000000003,False
2,71.70655332322495,False
3,45.29893941338019,False
4,26.72932142695065,False
5,14.1611106385175,True
6,8.103048074553335,False
7,4.435305697597226,False
8,3.362183944422895,False
9,2.5503353979032966,False
10,1.8946906284572937,False
