Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g2,Active Power,Mode 1,0.6062,-0.08,4,0.2639814247688179,0.28350340718591205,0.37202948604468977
g2,Active Power,Mode 3,1.0312,-0.2558,1,0.14467105154807058,0.14467105154807058,0.14467105154807058
g2,Active Power,Mode 4,1.1211,-0.3373,3,0.17766471097995662,0.19583319746772343,0.24045772392281237
g2,Current,Mode 1,0.6062,-0.08,4,0.25872668982981856,0.28217620322562026,0.3818769133408078
g2,Current,Mode 4,1.1211,-0.3373,3,0.1772693759852757,0.20187785088329102,0.2510948006793216
g2,Reactive Power,Mode 1,0.6062,-0.08,3,0.3140502526520483,0.3053686659791426,0.3140502526520483
g2,Voltage,Mode 1,0.6062,-0.08,11,0.43510436651575835,0.4156571177013687,0.6870730414957392
g2,Voltage,Mode 3,1.0312,-0.2558,1,0.10019854059783126,0.10019854059783126,0.10019854059783126
g3,Active Power,Mode 1,0.6062,-0.08,4,0.31324639006273924,0.350063565102334,0.5029769240417407
g3,Active Power,Mode 4,1.1211,-0.3373,2,0.18050043647666567,0.18050043647666567,0.18050043647666567
g3,Current,Mode 1,0.6062,-0.08,5,0.26891036406274615,0.2927102253640836,0.354223886961312
g3,Current,Mode 4,1.1211,-0.3373,2,0.18064885864319039,0.18064885864319039,0.18064885864319039
g3,Reactive Power,Mode 1,0.6062,-0.08,6,0.2841063085542826,0.37534423021369756,0.7357764952215832
g3,Reactive Power,Mode 3,1.0312,-0.2558,1,0.12949007251366793,0.12949007251366793,0.12949007251366793
g3,Voltage,Mode 1,0.6062,-0.08,9,0.3346253748535153,0.38086239701076946,0.6000991323066057
g3,Voltage,Mode 4,1.1211,-0.3373,1,0.25879144429716355,0.25879144429716355,0.25879144429716355
