Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,46,0.3050026923614707,0.3542322842588582,0.7357764952215832
Mode 3,1.0312,-0.2558,3,0.12949007251366793,0.12478655488652325,0.14467105154807058
Mode 4,1.1211,-0.3373,11,0.18050043647666567,0.19765665268999263,0.25879144429716355
