k,WCSS,k_selected_by_max_chord
1,108.00000000000001,False
2,72.65096662066675,False
3,51.37301164936253,False
4,33.554775009918735,False
5,17.28538801460757,True
6,11.104534988503296,False
7,7.261053867470686,False
8,5.07834220303454,False
9,3.7393170432154483,False
10,2.8067224127453954,False
