k,Cost,k_selected_by_max_chord
1,131.25658941715662,False
2,85.1568446697416,False
3,58.15279606350458,True
4,48.496635283808516,False
5,40.244004721383064,False
6,35.509926893154756,False
7,31.602099441555954,False
8,28.863253311329025,False
9,26.162361386540226,False
10,23.803757736564037,False
