Scenario,Gen,Signal,Method,Frequency,Damping,Amplitude,Phase
load03,g2,Voltage,Order 4,0.6376800846117958,-0.3207585593349393,6.952471354960739e-05,1.839648020678776
load03,g2,Voltage,Order 6,0.63805803581276,-0.3430308684075159,7.485763197650134e-05,1.858611146823411
load03,g2,Voltage,Order 6,0.1078597161451769,-0.4837324532869294,5.806831979758881e-05,2.212191054809974
load03,g2,Voltage,Tau 1,0.63805803581276,-0.3430308684075159,7.485763197650134e-05,1.858611146823411
load03,g2,Voltage,Tau 1,0.1078597161451769,-0.4837324532869294,5.806831979758881e-05,2.212191054809974
load03,g2,Voltage,Tau 0.1,0.63805803581276,-0.3430308684075159,7.485763197650134e-05,1.858611146823411
load03,g2,Voltage,Tau 0.1,0.1078597161451769,-0.4837324532869294,5.806831979758881e-05,2.212191054809974
load03,g2,Voltage,Tau 0.01,0.6389879592700964,-0.3290371329242033,7.158331604347692e-05,1.8332645762962896
load03,g2,Voltage,Tau 0.01,1.004222330458157,-0.4936137757900746,7.917654874082432e-06,0.526765933635163
load03,g2,Voltage,Tau 0.01,1.0980154686260328,-0.2967470680687749,3.872986838734121e-06,2.549852670402552
load03,g2,Voltage,Tau 0.01,0.135661126012588,-0.1697555970017406,1.142443462237422e-05,-2.920434210030392
load03,g2,Current,Order 4,0.2311284341339146,-0.3076331640553797,0.0001542567850798,1.0008292944122694
load03,g2,Current,Order 6,0.6329963278455588,-0.4171758735093985,0.0002949332545204,-0.8461238365937154
load03,g2,Current,Tau 0.1,0.6379371887484635,-0.3375302416737047,0.0002402646818899,-1.0055878424945828
load03,g2,Current,Tau 0.1,0.9742095976641256,-0.4296744558550691,0.0001038652103979,-1.437849336869304
load03,g2,Current,Tau 0.01,0.637944459807399,-0.3320418741593147,0.0002356971069774,-1.008969455192364
load03,g2,Current,Tau 0.01,0.9845789537657657,-0.4321227866371703,0.0001144776831349,-1.618096364446967
load03,g2,Current,Tau 0.01,1.0992013609126947,-0.2042250265803038,1.478437321147912e-05,-0.1771299863711841
load03,g2,Active Power,Order 4,0.1771041733846894,-0.3754319170787763,0.146130583924744,1.407583827815375
load03,g2,Active Power,Order 6,0.6384247118404973,-0.4729228379582876,0.1657195188362292,-0.7860721090402095
load03,g2,Active Power,Tau 0.1,0.6364099364753459,-0.4917287427184724,0.1733121024687647,-0.7822523137697905
load03,g2,Active Power,Tau 0.01,0.9826185405096164,-0.4391501844756277,0.0835601309592744,-1.578123714046834
load03,g2,Active Power,Tau 0.01,0.6376748774923487,-0.3360673642484523,0.1182838558011065,-0.9453508538634892
load03,g2,Active Power,Tau 0.01,1.096363002867969,-0.1852970022529376,0.0082805550074624,-0.016086018517728
load03,g2,Reactive Power,Order 6,0.6354066480940144,-0.3007288368216104,0.036328022558624,-0.6310616378047553
load03,g2,Reactive Power,Tau 0.1,0.6354066480940144,-0.3007288368216104,0.036328022558624,-0.6310616378047553
load03,g2,Reactive Power,Tau 0.01,0.6371871866833089,-0.2913022817107207,0.0349362941363272,-0.6500172689265736
load03,g3,Voltage,Order 2,0.6355181330708571,-0.3377167368503381,7.443083159682969e-05,1.8547146325425592
load03,g3,Voltage,Order 4,0.6387216681070799,-0.3305497439411888,7.273996052187307e-05,1.8238545229272456
load03,g3,Voltage,Order 6,0.6392593004852001,-0.323926443788706,7.116115044773931e-05,1.8198697159672792
load03,g3,Voltage,Tau 1,0.6355181330708571,-0.3377167368503381,7.443083159682969e-05,1.8547146325425592
load03,g3,Voltage,Tau 0.1,0.6387216681070799,-0.3305497439411888,7.273996052187307e-05,1.8238545229272456
load03,g3,Voltage,Tau 0.01,0.638950342479635,-0.3316365167948101,7.302692019212301e-05,1.822543195376863
load03,g3,Voltage,Tau 0.01,0.9962485141231172,-0.2013755491036997,2.366517924195382e-06,0.8849912661841046
load03,g3,Voltage,Tau 0.01,0.1505516404775295,-0.1957283315054994,8.506904990649925e-06,2.3579269804735765
load03,g3,Current,Order 4,0.513968035779428,-0.3069640595326494,0.0002053004934928,0.0043708285918347
load03,g3,Current,Order 6,0.6331591271703779,-0.3927081638485185,0.0003126577751911,-0.8791989624527667
load03,g3,Current,Tau 1,0.6322473244794176,-0.4104468660080112,0.0003283756340444,-0.8811476119398345
load03,g3,Current,Tau 0.1,0.6378897932043057,-0.3373905231045171,0.0002707681358307,-1.0178078933050352
load03,g3,Current,Tau 0.1,0.973506472722553,-0.4375903250808517,9.32567688423718e-05,-1.4242433617559205
load03,g3,Current,Tau 0.01,0.637894778902312,-0.3333284282175024,0.0002669233621139,-1.020318677859931
load03,g3,Current,Tau 0.01,0.9837446641496508,-0.4354462430311963,0.0001013980077601,-1.6078939935099996
load03,g3,Current,Tau 0.01,1.1042978197856306,-0.2194401684967838,1.3524272482421485e-05,-0.2551265065029123
load03,g3,Active Power,Order 4,0.2454406862525587,-0.3243949050889188,0.1053155708479712,1.0038984034332985
load03,g3,Active Power,Order 6,0.6343398659534799,-0.4311854541552294,0.196363260213045,-0.7910335696421128
load03,g3,Active Power,Tau 1,0.6329124793551152,-0.4503688960819105,0.2061333427124304,-0.7911354166867375
load03,g3,Active Power,Tau 0.1,0.6329124793551152,-0.4503688960819105,0.2061333427124304,-0.7911354166867375
load03,g3,Active Power,Tau 0.01,0.6376865128064559,-0.3364377852517544,0.1537733765295416,-0.9531167971617984
load03,g3,Active Power,Tau 0.01,0.9819351910460408,-0.4433052195417964,0.0834209116830767,-1.5586719150694526
load03,g3,Active Power,Tau 0.01,1.1016495225927827,-0.1980568511260169,0.0081585876190403,-0.0614829772184712
load03,g3,Reactive Power,Order 4,0.2548470160370213,-0.2951935339315649,0.0307155157304636,0.5610786410318253
load03,g3,Reactive Power,Order 6,0.638336178682482,-0.3194781364745644,0.0526828336582535,-0.7355900803917635
load03,g3,Reactive Power,Tau 1,0.638336178682482,-0.3194781364745644,0.0526828336582535,-0.7355900803917635
load03,g3,Reactive Power,Tau 0.1,0.638336178682482,-0.3194781364745644,0.0526828336582535,-0.7355900803917635
load03,g3,Reactive Power,Tau 0.01,0.641269156195188,-0.2955138448879508,0.0487596616342293,-0.7831582693949639
