k,WCSS,k_selected_by_max_chord
1,120.0,False
2,76.66587431466762,False
3,43.48262509880772,False
4,23.798409311797563,True
5,14.990380904603674,False
6,11.580709569074102,False
7,8.516105163982797,False
8,6.558294039741172,False
9,4.688453063927544,False
10,3.6014995109855,False
