k,WCSS,k_selected_by_max_chord
1,106.00000000000003,False
2,69.87741748190393,False
3,43.796411798533796,False
4,25.845234817251196,True
5,19.72161926833244,False
6,14.893321388408955,False
7,11.090060636497876,False
8,8.667440819179307,False
9,6.807175185608068,False
10,4.9914322804065705,False
