k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.4394320467652561,0.4394320467652561,False,False
3,0.5362970942979852,0.5362970942979852,False,False
4,0.6098872207432493,0.5906881046485023,False,False
5,0.6652943998355704,0.6673979867424793,False,False
6,0.7306140483679338,0.737192505164039,False,False
7,0.7731773379903409,0.7731773379903409,True,True
8,0.7623128043330312,0.7036248529702416,False,False
9,0.7371578332060439,0.6924518775669867,False,False
10,0.6912963796557804,0.6829788437892651,False,False
