k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5673993805313341,0.5678120687492408,False,False
3,0.6051297060196699,0.6131159933243905,False,False
4,0.6766798687971546,0.6766798687971546,False,False
5,0.6852691250411796,0.6852691250411796,True,True
6,0.6551740398615746,0.6698664984402337,False,False
7,0.6339364163452835,0.5882717063051622,False,False
8,0.6386038077458717,0.5583446758367685,False,False
9,0.6064326646371618,0.5630118860175819,False,False
10,0.6130813424948075,0.5696605638752275,False,False
