Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,94,0.266074821543786,0.34657945137660584,1.0500510108208483
Mode 3,1.0312,-0.2558,4,0.1659610044323726,0.15652000513354888,0.22428859368281848
Mode 4,1.1211,-0.3373,14,0.17771377088785445,0.1661982314186621,0.2935325275161047
Mode 5,1.3155,-0.4033,2,0.05342777589583815,0.05342777589583815,0.07305022154190684
