Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,99,0.27484598842610153,0.3711921936862515,1.104732730068558
Mode 3,1.0312,-0.2558,3,0.05590988746585623,0.07953065655254656,0.14943620779772646
Mode 4,1.1211,-0.3373,21,0.3155583033051082,0.28613110818270177,0.37002334877861065
Mode 5,1.3155,-0.4033,1,0.07115553897551491,0.07115553897551491,0.07115553897551491
Mode 7,1.4953,-0.7033,1,0.6166715151683392,0.6166715151683392,0.6166715151683392
