k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.45632176306853156,0.3972598479887307,False,False
3,0.5001270475279822,0.40750105062104325,False,False
4,0.509329732773353,0.5578054052604982,False,False
5,0.6471230525915919,0.6047413328351503,True,False
6,0.6023519891511491,0.5765049112921447,False,False
7,0.6097712033932239,0.6120318242405736,False,False
8,0.6236743348227416,0.6266672907146019,False,False
9,0.6412872613618554,0.6412872613618554,False,False
10,0.641628200672381,0.6416478837663745,False,True
