k,Cost,k_selected_by_max_chord
1,71.93059699467861,False
2,52.29731833216277,False
3,33.899681309055424,True
4,28.231590299261278,False
5,25.415204274553364,False
6,21.808590389415667,False
7,19.312265959791365,False
8,17.378880358582702,False
9,16.447587470437345,False
10,14.79669037210521,False
