k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5074919736856287,0.5057417908901521,False,False
3,0.5657816901560684,0.5634940226261302,False,False
4,0.6224629750864153,0.6198039249390621,False,False
5,0.648277962749671,0.6423845491050905,True,True
6,0.5782404515404816,0.5785934604687494,False,False
7,0.6075012522932194,0.5269590678428748,False,False
8,0.6046762314131753,0.6040793564008748,False,False
9,0.5670033401612512,0.5618289677159026,False,False
10,0.6005857411840524,0.5660367631640484,False,False
