k,Cost,k_selected_by_max_chord
1,122.37933284576606,False
2,80.26737088198381,False
3,50.340024540282855,True
4,41.03588392542094,False
5,37.247000633360976,False
6,33.64032425504906,False
7,30.530907982123235,False
8,27.890907292851374,False
9,25.4308848919309,False
10,23.367712628033217,False
