k,WCSS,k_selected_by_max_chord
1,618.0,False
2,365.2469633638686,False
3,235.2467816684528,False
4,160.7717089022501,True
5,120.49279783435128,False
6,99.76293932664358,False
7,81.52675881472851,False
8,65.87746328177282,False
9,53.24981861665064,False
10,42.95300572550052,False
