k,Cost,k_selected_by_max_chord
1,123.91043206041884,False
2,84.30664869899574,False
3,58.439145092350024,False
4,46.986944161608136,True
5,42.58128413329272,False
6,38.737334863466636,False
7,35.05900508447551,False
8,31.902918761311355,False
9,29.36222286100589,False
10,26.77003763992603,False
