k,WCSS,k_selected_by_max_chord
1,292.00000000000006,False
2,165.791959901238,False
3,99.53382815771074,False
4,62.930258339187844,True
5,46.274637660476834,False
6,30.539541403441152,False
7,24.44115058836926,False
8,19.638371359258727,False
9,16.41863517775492,False
10,13.749823514498626,False
