"b:tnow in s","s:ut in p.u.","s:cur1 in p.u.","s:Q1 in Mvar","s:P1 in MW"
2.550000,1.013068,0.776528,207.342004,676.967695
2.560000,1.012463,0.772567,207.932386,672.566728
2.570000,1.011830,0.768650,208.547002,668.180252
2.580000,1.011173,0.764783,209.183277,663.815291
2.590000,1.010492,0.760969,209.838517,659.478644
2.600000,1.009789,0.757215,210.509841,655.176897
2.610000,1.009066,0.753525,211.194178,650.916174
2.620000,1.008324,0.749901,211.887708,646.701509
2.630000,1.007565,0.746348,212.587857,642.539986
2.640000,1.006792,0.742871,213.291781,638.437912
2.650000,1.006005,0.739472,213.996856,634.401081
2.660000,1.005208,0.736156,214.700316,630.435090
2.670000,1.004403,0.732926,215.399182,626.545459
2.680000,1.003591,0.729784,216.090604,622.737462
2.690000,1.002775,0.726733,216.771907,619.016126
2.700000,1.001957,0.723775,217.440483,615.386246
2.710000,1.001139,0.720913,218.093675,611.852421
2.720000,1.000323,0.718148,218.728907,608.419049
2.730000,0.999511,0.715483,219.343759,605.090296
2.740000,0.998705,0.712919,219.936137,601.870007
2.750000,0.997908,0.710457,220.504068,598.761726
2.760000,0.997121,0.708099,221.045249,595.769006
2.770000,0.996346,0.705845,221.557706,592.895133
2.780000,0.995586,0.703698,222.039622,590.143168
2.790000,0.994841,0.701656,222.489316,587.515955
2.800000,0.994114,0.699723,222.905238,585.016130
2.810000,0.993407,0.697897,223.285980,582.646125
2.820000,0.992720,0.696179,223.630377,580.408132
2.830000,0.992057,0.694571,223.937444,578.304092
2.840000,0.991417,0.693071,224.206029,576.335918
2.850000,0.990803,0.691682,224.435196,574.505295
2.860000,0.990215,0.690401,224.623447,572.813325
2.870000,0.989654,0.689230,224.769204,571.260953
2.880000,0.989122,0.688168,224.872271,569.849703
2.890000,0.988620,0.687217,224.933565,568.580894
2.900000,0.988148,0.686376,224.952994,567.455565
2.910000,0.987709,0.685647,224.930485,566.474600
2.920000,0.987302,0.685028,224.866200,565.638693
2.930000,0.986929,0.684521,224.760407,564.948387
2.940000,0.986590,0.684126,224.613482,564.404091
2.950000,0.986285,0.683842,224.425907,564.006081
2.960000,0.986016,0.683671,224.198281,563.754508
2.970000,0.985782,0.683612,223.931316,563.649400
2.980000,0.985584,0.683665,223.625841,563.690662
2.990000,0.985422,0.683831,223.282796,563.878079
3.000000,0.985296,0.684111,222.903233,564.211314
3.010000,0.985206,0.684504,222.488309,564.689907
3.020000,0.985152,0.685010,222.039290,565.313278
3.030000,0.985134,0.685630,221.557545,566.080722
3.040000,0.985151,0.686365,221.044543,566.991408
3.050000,0.985203,0.687213,220.501851,568.044379
3.060000,0.985290,0.688176,219.931131,569.238543
3.070000,0.985411,0.689253,219.334138,570.572678
3.080000,0.985565,0.690445,218.712711,572.045419
3.090000,0.985753,0.691751,218.068775,573.655263
3.100000,0.985972,0.693170,217.404334,575.400559
3.110000,0.986223,0.694704,216.721465,577.279504
3.120000,0.986504,0.696351,216.022318,579.290142
3.130000,0.986815,0.698111,215.309102,581.430356
3.140000,0.987154,0.699983,214.584089,583.697867
3.150000,0.987520,0.701967,213.849601,586.090226
3.160000,0.987913,0.704061,213.108005,588.604813
3.170000,0.988331,0.706264,212.361706,591.238832
3.180000,0.988772,0.708576,211.613143,593.989306
3.190000,0.989237,0.710994,210.864777,596.853076
3.200000,0.989722,0.713516,210.119084,599.826801
3.210000,0.990227,0.716142,209.378548,602.906949
3.220000,0.990751,0.718868,208.645647,606.089803
3.230000,0.991292,0.721693,207.922850,609.371458
3.240000,0.991849,0.724614,207.212647,612.747802
3.250000,0.992419,0.727627,206.517881,616.214286
3.260000,0.993001,0.730730,205.840055,619.766036
3.270000,0.993594,0.733919,205.180380,623.397969
3.280000,0.994196,0.737190,204.541043,627.105416
3.290000,0.994804,0.740540,203.924872,630.883868
3.300000,0.995419,0.743966,203.334229,634.728307
3.310000,0.996039,0.747462,202.771286,638.633423
3.320000,0.996662,0.751026,202.238244,642.593653
3.330000,0.997286,0.754652,201.736808,646.603429
3.340000,0.997910,0.758335,201.268638,650.657056
3.350000,0.998533,0.762071,200.835296,654.748710
3.360000,0.999154,0.765855,200.438201,658.872464
3.370000,0.999771,0.769680,200.078622,663.022300
3.380000,1.000382,0.773542,199.757662,667.192127
3.390000,1.000987,0.777436,199.476258,671.375799
3.400000,1.001584,0.781355,199.235359,675.567056
3.410000,1.002172,0.785294,199.035754,679.759550
3.420000,1.002750,0.789246,198.877633,683.947126
3.430000,1.003317,0.793207,198.761179,688.123612
3.440000,1.003871,0.797170,198.686416,692.282862
3.450000,1.004413,0.801128,198.653183,696.418781
3.460000,1.004941,0.805077,198.661128,700.525345
3.470000,1.005454,0.809010,198.709713,704.596621
3.480000,1.005953,0.812921,198.798258,708.626758
3.490000,1.006435,0.816804,198.925917,712.610008
3.500000,1.006901,0.820654,199.091641,716.540780
3.510000,1.007349,0.824465,199.294413,720.413566
3.520000,1.007781,0.828230,199.532601,724.223201
3.530000,1.008195,0.831945,199.804553,727.964706
3.540000,1.008592,0.835604,200.108519,731.633265
3.550000,1.008970,0.839202,200.441972,735.223030
3.560000,1.009330,0.842732,200.802906,738.730205
3.570000,1.009671,0.846192,201.189475,742.151171
3.580000,1.009996,0.849575,201.599490,745.482164
3.590000,1.010302,0.852878,202.030609,748.719681
3.600000,1.010592,0.856097,202.480314,751.860473
3.610000,1.010865,0.859226,202.945579,754.901268
3.620000,1.011121,0.862263,203.424049,757.839619
3.630000,1.011362,0.865203,203.913207,760.673220
3.640000,1.011588,0.868045,204.410402,763.399959
3.650000,1.011799,0.870783,204.912961,766.017985
3.660000,1.011997,0.873416,205.418207,768.525707
3.670000,1.012183,0.875940,205.923472,770.921791
3.680000,1.012356,0.878354,206.426119,773.205141
3.690000,1.012518,0.880655,206.923568,775.374887
3.700000,1.012669,0.882841,207.413274,777.430396
3.710000,1.012812,0.884909,207.892737,779.371274
3.720000,1.012945,0.886860,208.359494,781.197274
3.730000,1.013071,0.888691,208.810965,782.908145
3.740000,1.013190,0.890400,209.245081,784.504171
3.750000,1.013303,0.891988,209.659852,785.985821
3.760000,1.013410,0.893453,210.053292,787.353656
3.770000,1.013514,0.894796,210.423561,788.608357
3.780000,1.013615,0.896015,210.768970,789.750721
3.790000,1.013713,0.897110,211.087975,790.781647
3.800000,1.013809,0.898082,211.379191,791.702126
3.810000,1.013904,0.898930,211.641391,792.513225
3.820000,1.014000,0.899655,211.873520,793.216073
3.830000,1.014096,0.900258,212.074689,793.811850
3.840000,1.014193,0.900738,212.244187,794.301773
3.850000,1.014291,0.901097,212.381478,794.687084
3.860000,1.014392,0.901335,212.486207,794.969041
3.870000,1.014496,0.901454,212.558194,795.148904
3.880000,1.014602,0.901454,212.597439,795.227931
3.890000,1.014712,0.901336,212.604120,795.207367
3.900000,1.014826,0.901103,212.578589,795.088437
3.910000,1.014943,0.900754,212.521370,794.872341
3.920000,1.015064,0.900292,212.433154,794.560249
3.930000,1.015188,0.899718,212.314797,794.153299
3.940000,1.015317,0.899033,212.167311,793.652593
3.950000,1.015449,0.898239,211.991862,793.059196
3.960000,1.015584,0.897338,211.789760,792.374137
3.970000,1.015722,0.896332,211.562452,791.598408
3.980000,1.015864,0.895222,211.311515,790.732970
3.990000,1.016007,0.894010,211.038645,789.778753
4.000000,1.016152,0.892699,210.745652,788.736659
4.010000,1.016299,0.891290,210.434445,787.607570
4.020000,1.016446,0.889785,210.107025,786.392355
4.030000,1.016593,0.888187,209.765472,785.091869
4.040000,1.016739,0.886497,209.411937,783.706969
4.050000,1.016884,0.884719,209.048625,782.238514
4.060000,1.017026,0.882853,208.677791,780.687380
4.070000,1.017165,0.880903,208.301720,779.054460
4.080000,1.017300,0.878871,207.922720,777.340682
4.090000,1.017429,0.876760,207.543107,775.547010
4.100000,1.017553,0.874572,207.165195,773.674455
4.110000,1.017669,0.872309,206.791279,771.724087
4.120000,1.017777,0.869975,206.423629,769.697038
4.130000,1.017876,0.867572,206.064474,767.594514
4.140000,1.017965,0.865103,205.715989,765.417802
4.150000,1.018043,0.862571,205.380286,763.168278
4.160000,1.018109,0.859978,205.059402,760.847412
4.170000,1.018161,0.857328,204.755287,758.456776
4.180000,1.018200,0.854625,204.469794,755.998051
4.190000,1.018224,0.851869,204.204670,753.473029
4.200000,1.018232,0.849066,203.961547,750.883621
4.210000,1.018223,0.846219,203.741932,748.231858
4.220000,1.018196,0.843329,203.547200,745.519892
4.230000,1.018152,0.840402,203.378587,742.750005
4.240000,1.018088,0.837440,203.237184,739.924600
4.250000,1.018006,0.834446,203.123932,737.046211
4.260000,1.017902,0.831424,203.039618,734.117496
4.270000,1.017779,0.828378,202.984869,731.141236
4.280000,1.017634,0.825311,202.960153,728.120336
4.290000,1.017468,0.822226,202.965777,725.057817
4.300000,1.017281,0.819127,203.001884,721.956816
4.310000,1.017072,0.816018,203.068457,718.820579
4.320000,1.016841,0.812901,203.165262,715.652420
4.330000,1.016588,0.809780,203.291577,712.455548
4.340000,1.016313,0.806660,203.446990,709.233613
4.350000,1.016016,0.803542,203.631013,705.990349
4.360000,1.015698,0.800432,203.842929,702.729442
4.370000,1.015359,0.797331,204.081926,699.454607
4.380000,1.014999,0.794244,204.347006,696.169623
4.390000,1.014619,0.791174,204.636960,692.878372
4.400000,1.014219,0.788123,204.950484,689.584777
4.410000,1.013801,0.785096,205.286198,686.292775
4.420000,1.013364,0.782096,205.642586,683.006345
4.430000,1.012910,0.779125,206.018023,679.729490
4.440000,1.012439,0.776186,206.410611,676.466081
4.450000,1.011952,0.773282,206.818276,673.219967
4.460000,1.011451,0.770416,207.239488,669.995356
4.470000,1.010937,0.767591,207.672459,666.796242
4.480000,1.010410,0.764810,208.115326,663.626561
4.490000,1.009871,0.762075,208.566190,660.490207
4.500000,1.009323,0.759388,209.022735,657.390787
4.510000,1.008765,0.756752,209.482360,654.331322
4.520000,1.008198,0.754169,209.944096,651.315932
4.530000,1.007626,0.751641,210.405769,648.348582
4.540000,1.007048,0.749170,210.865458,645.432961
4.550000,1.006466,0.746759,211.321384,642.572622
4.560000,1.005882,0.744410,211.771938,639.770924
4.570000,1.005297,0.742124,212.215118,637.031292
4.580000,1.004712,0.739903,212.649035,634.357074
4.590000,1.004129,0.737749,213.071958,631.751502
4.600000,1.003549,0.735663,213.482240,629.217693
4.610000,1.002974,0.733648,213.878254,626.758670
4.620000,1.002404,0.731704,214.258389,624.377375
4.630000,1.001842,0.729832,214.621100,622.076666
4.640000,1.001288,0.728036,214.964945,619.859297
4.650000,1.000744,0.726314,215.288578,617.727915
4.660000,1.000211,0.724670,215.590743,615.685058
4.670000,0.999690,0.723103,215.870285,613.733152
4.680000,0.999182,0.721615,216.126371,611.874408
4.690000,0.998689,0.720208,216.358000,610.110995
4.700000,0.998212,0.718882,216.564168,608.445062
4.710000,0.997751,0.717638,216.744076,606.878618
4.720000,0.997308,0.716478,216.897029,605.413561
4.730000,0.996883,0.715402,217.022435,604.051677
4.740000,0.996477,0.714411,217.119807,602.794638
4.750000,0.996092,0.713505,217.188758,601.644006
4.760000,0.995728,0.712687,217.229005,600.601230
4.770000,0.995386,0.711957,217.240366,599.667646
4.780000,0.995066,0.711315,217.222762,598.844477
4.790000,0.994769,0.710763,217.176213,598.132832
4.800000,0.994495,0.710300,217.100841,597.533703
4.810000,0.994245,0.709929,216.996865,597.047968
4.820000,0.994020,0.709649,216.864650,596.676366
4.830000,0.993819,0.709461,216.704644,596.419505
4.840000,0.993643,0.709367,216.517290,596.277924
4.850000,0.993492,0.709365,216.303158,596.252037
4.860000,0.993367,0.709458,216.062920,596.342128
4.870000,0.993266,0.709646,215.797335,596.548359
4.880000,0.993192,0.709928,215.507246,596.870761
4.890000,0.993142,0.710306,215.193578,597.309239
4.900000,0.993118,0.710779,214.857338,597.863564
4.910000,0.993118,0.711349,214.499605,598.533371
4.920000,0.993144,0.712015,214.121534,599.318161
4.930000,0.993194,0.712777,213.724349,600.217295
4.940000,0.993268,0.713636,213.309337,601.229991
4.950000,0.993366,0.714591,212.877849,602.355325
4.960000,0.993488,0.715642,212.431294,603.592224
4.970000,0.993632,0.716789,211.971133,604.939468
4.980000,0.993799,0.718031,211.498877,606.395685
4.990000,0.993987,0.719369,211.016079,607.959350
5.000000,0.994196,0.720801,210.524334,609.628783
5.010000,0.994426,0.722326,210.025270,611.402147
5.020000,0.994675,0.723944,209.520543,613.277446
5.030000,0.994943,0.725654,209.011833,615.252527
5.040000,0.995229,0.727454,208.500865,617.325064
5.050000,0.995533,0.729342,207.989423,619.492539
5.060000,0.995852,0.731319,207.479185,621.752318
5.070000,0.996187,0.733380,206.971841,624.101614
5.080000,0.996537,0.735526,206.469093,626.537478
5.090000,0.996899,0.737753,205.972630,629.056802
5.100000,0.997275,0.740060,205.484119,631.656326
5.110000,0.997662,0.742444,205.005204,634.332635
5.120000,0.998059,0.744902,204.537494,637.082169
5.130000,0.998466,0.747432,204.082557,639.901221
5.140000,0.998881,0.750031,203.641912,642.785945
5.150000,0.999304,0.752696,203.217024,645.732365
5.160000,0.999733,0.755423,202.809297,648.736374
5.170000,1.000167,0.758209,202.420067,651.793745
5.180000,1.000605,0.761051,202.050596,654.900141
5.190000,1.001047,0.763944,201.702093,658.051106
5.200000,1.001491,0.766885,201.375889,661.241991
5.210000,1.001937,0.769870,201.072921,664.468147
5.220000,1.002382,0.772895,200.794015,667.724901
5.230000,1.002827,0.775955,200.539966,671.007492
5.240000,1.003270,0.779046,200.311472,674.311106
5.250000,1.003711,0.782164,200.109121,677.630880
5.260000,1.004149,0.785304,199.933393,680.961921
5.270000,1.004582,0.788462,199.784652,684.299317
5.280000,1.005011,0.791632,199.663143,687.638150
5.290000,1.005433,0.794811,199.569007,690.973503
5.300000,1.005850,0.797993,199.502286,694.300459
5.310000,1.006259,0.801174,199.462898,697.614129
5.320000,1.006661,0.804348,199.450623,700.909680
5.330000,1.007054,0.807512,199.465109,704.182345
5.340000,1.007439,0.810660,199.506084,707.427354
5.350000,1.007814,0.813788,199.572831,710.640124
5.360000,1.008179,0.816890,199.664595,713.816182
5.370000,1.008535,0.819963,199.780560,716.951149
5.380000,1.008880,0.823002,199.919804,720.040765
5.390000,1.009215,0.826002,200.081374,723.080306
5.400000,1.009538,0.828957,200.263251,726.065394
5.410000,1.009849,0.831866,200.464696,728.992841
5.420000,1.010150,0.834723,200.684558,731.859083
5.430000,1.010439,0.837524,200.921523,734.660655
5.440000,1.010717,0.840265,201.174169,737.394267
5.450000,1.010984,0.842944,201.440993,740.056815
5.460000,1.011241,0.845555,201.720324,742.645305
5.470000,1.011486,0.848096,202.010238,745.156810
5.480000,1.011720,0.850564,202.309329,747.588998
5.490000,1.011944,0.852955,202.615999,749.939574
5.500000,1.012158,0.855266,202.928579,752.206402
5.510000,1.012363,0.857495,203.245387,754.387535
5.520000,1.012558,0.859640,203.564733,756.481218
5.530000,1.012744,0.861697,203.884935,758.485884
5.540000,1.012922,0.863665,204.204321,760.400154
