k,WCSS,k_selected_by_max_chord
1,552.0,False
2,325.0044297081818,False
3,192.34445669254782,True
4,134.33928966806013,False
5,78.15070856610951,False
6,62.34197035453402,False
7,49.15850264950143,False
8,36.941872789310565,False
9,27.35358205986596,False
10,24.678412074070344,False
