k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.6536152655629774,0.6269170311603863,False,False
3,0.6776377449665242,0.6793391294976114,False,False
4,0.6861975879965065,0.6840397777575891,False,False
5,0.7510732876870984,0.7465069066579753,False,False
6,0.7605246788314887,0.7542813914220191,False,False
7,0.7574499592728706,0.7594356444992401,False,True
8,0.7535729003362623,0.42898980539697806,False,False
9,0.7587847701735573,0.43934561755855095,False,False
10,0.7640792723123933,0.4373470447331415,True,False
