k,WCSS,k_selected_by_max_chord
1,227.99999999999994,False
2,119.17954723039739,False
3,76.17240914860525,False
4,43.400794053506914,True
5,30.689553307671634,False
6,25.940070013862215,False
7,21.154822843701147,False
8,17.308680168195377,False
9,14.018981351108206,False
10,10.812427375503317,False
