k,Cost,k_selected_by_max_chord
1,53.46472555718839,False
2,42.19301270357239,False
3,33.13865820834959,False
4,26.591999609412426,True
5,22.038002208500906,False
6,19.50784658159909,False
7,16.759805784017917,False
8,14.414281094482481,False
9,12.05930501224959,False
10,10.369611320836892,False
