k,Cluster,Size,Representative_Frequency,Representative_Damping,MAD_2D,Mean_2D_Distance,Max_2D_Distance
5,1,2,0.5748156700621905,-1.2476259221011228,0.21105427033522295,0.21105427033522295,0.4221085406704459
5,2,26,1.054444010087768,-0.7903113861295259,0.03234932167614617,0.05301668849026084,0.2904313380907213
5,3,96,0.5442551652129506,-0.12077003750903781,0.01978081715370063,0.024750991971921144,0.06425058446736977
5,4,21,1.070184873069799,-0.7056494810619984,0.033107262111392866,0.04336102323188945,0.14453596398220234
5,5,3,1.08713352408584,-0.2403524825566656,0.0034462169006017162,0.009523299314451887,0.025123681042753945
