k,Cluster,Size,Representative_Frequency,Representative_Damping,MAD_2D,Mean_2D_Distance,Max_2D_Distance
1,1,148,0.5468183859307691,-0.1327319158140731,0.04162543735489883,0.3004786238961143,1.1152454856100174
