k,Cluster,Size,Representative_Frequency,Representative_Damping,MAD_2D,Mean_2D_Distance,Max_2D_Distance
8,1,2,0.5748156700621905,-1.2476259221011228,0.21105427033522295,0.21105427033522295,0.4221085406704459
8,2,21,0.544479695784691,-0.1580437033553382,0.009293855293682856,0.012417681392434746,0.026985530280126867
8,3,12,1.0393402312543536,-0.8449470353765172,0.03099240700236738,0.05936232759352916,0.23465229614901825
8,4,42,0.5414822216572793,-0.12373643129962042,0.008825388061139689,0.009680639169200677,0.016731272579139766
8,5,21,1.050352751385537,-0.768327562792272,0.025920724873105278,0.02865023471624037,0.06053925554285059
8,6,14,1.078778197263522,-0.6661750044792025,0.03759344304069402,0.039462183007857345,0.10659722400177352
8,7,33,0.5427617788660669,-0.09029311785837718,0.01095789130839837,0.010083012794355724,0.02582448377805376
8,8,3,1.08713352408584,-0.2403524825566656,0.0034462169006017162,0.009523299314451887,0.025123681042753945
