k,Cost,k_selected_by_max_chord
1,124.23694755920897,False
2,87.25602927873399,False
3,58.306866215645776,False
4,43.19388614814904,True
5,36.71828182309967,False
6,32.520862447141376,False
7,28.881121260718754,False
8,25.94345582035543,False
9,23.49784779363856,False
10,20.833775805093662,False
