k,WCSS,k_selected_by_max_chord
1,225.99999999999997,False
2,127.03140058729831,False
3,76.02836553628023,False
4,46.03715702350815,True
5,36.5740782166379,False
6,25.627637321639337,False
7,20.063009650314473,False
8,15.738148820923984,False
9,11.379926524428868,False
10,8.897358853774943,False
