Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,88,0.2733628565862607,0.3301797241173014,0.848775594422298
Mode 2,0.9497,-0.1065,3,0.08676488271254923,0.08739111600752107,0.10051839052549631
Mode 3,1.0312,-0.2558,2,0.09214500608241132,0.09214500608241132,0.17231858296645738
Mode 4,1.1211,-0.3373,29,0.2186504314569905,0.19664116100750803,0.390820623232739
Mode 7,1.4953,-0.7033,2,0.22365642893690477,0.22365642893690477,0.2377784978275878
