Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,85,0.2638151013312889,0.34340385083866265,1.5564368281132297
Mode 3,1.0312,-0.2558,2,0.07314441730946337,0.07314441730946337,0.08163444487025442
Mode 4,1.1211,-0.3373,10,0.2165714630538534,0.20371851506454922,0.3412287008637774
Mode 5,1.3155,-0.4033,2,0.27237261123506246,0.27237261123506246,0.33082019770919086
Mode 7,1.4953,-0.7033,6,0.36414998124918796,0.3479188890728175,0.3986643323425314
