Gen,Signal,Method,R2,RMSE,Poles
g1,Voltage,Order 2,0.9388480254321091,6.9082347589869826e-06,1
g1,Voltage,Order 4,0.9224305652883756,7.780493754518615e-06,2
g1,Voltage,Order 6,0.9986239355223985,1.0362898325165587e-06,3
g1,Voltage,Tau 1,0.9770999092103392,4.227469152267913e-06,2
g1,Voltage,Tau 0.1,0.9770999092103392,4.227469152267913e-06,2
g1,Voltage,Tau 0.01,0.9578091629863584,5.738137037955601e-06,5
g1,Current,Order 2,0.6405786770891941,4.280871232623918e-05,1
g1,Current,Order 4,0.945546388305749,1.66626315231015e-05,2
g1,Current,Order 6,0.997240527421388,3.750967375025912e-06,3
g1,Current,Tau 1,0.6405786770891941,4.280871232623918e-05,1
g1,Current,Tau 0.1,-5.346114748422458,0.0001798805495519289,3
g1,Current,Tau 0.01,0.997240527421388,3.750967375025912e-06,3
g1,Active Power,Order 2,0.5893674286768384,0.49104742971032433,1
g1,Active Power,Order 4,0.9315002459695993,0.20055858222590023,2
g1,Active Power,Order 6,0.9958443125319533,0.04939900304078827,3
g1,Active Power,Tau 1,0.5893674286768384,0.49104742971032433,1
g1,Active Power,Tau 0.1,0.9125041726435452,0.22666810610644342,2
g1,Active Power,Tau 0.01,0.9125041726435452,0.22666810610644342,2
g1,Reactive Power,Order 2,0.65166560429778,0.053304306052004126,1
g1,Reactive Power,Order 4,0.6120484899490927,0.05625392592893038,2
g1,Reactive Power,Order 6,0.9787363982240362,0.013169901560104303,3
g1,Reactive Power,Tau 1,0.9787363982240362,0.013169901560104303,3
g1,Reactive Power,Tau 0.1,0.9857569478185411,0.010778681680176086,4
g1,Reactive Power,Tau 0.01,0.9869299932600005,0.010325284322360755,6
g2,Voltage,Order 2,0.6241964945545997,1.281723272766421e-05,1
g2,Voltage,Order 4,0.9655046423612399,3.883239553599988e-06,2
g2,Voltage,Order 6,0.15890842712757824,1.9175005512605016e-05,2
g2,Voltage,Tau 1,0.9655046423612399,3.883239553599988e-06,2
g2,Voltage,Tau 0.1,0.9478486408361556,4.7747064075711664e-06,2
g2,Voltage,Tau 0.01,0.9976178860694654,1.0204579678862e-06,7
