k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.48579104067875695,0.5135227707174402,False,False
3,0.5594833906290481,0.5509468222079623,False,False
4,0.6264397443533732,0.6254040822190104,False,False
5,0.6442930513430647,0.634701403616378,True,True
6,0.5990036728040161,0.5976506390719246,False,False
7,0.605103712002756,0.5396744006714952,False,False
8,0.6177088893258605,0.5646827365161422,False,False
9,0.587333715177243,0.5329467988678555,False,False
10,0.54574340815418,0.5315265964506106,False,False
