k,WCSS,k_selected_by_max_chord
1,228.00000000000003,False
2,113.5970777663973,False
3,65.42777644888892,False
4,36.32140727292695,True
5,23.252519154504558,False
6,19.28628529003479,False
7,15.861285136197942,False
8,14.163695564311578,False
9,11.13461580760624,False
10,9.399128011358298,False
