k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5392117905922391,0.4600489657076307,False,False
3,0.5728530778387182,0.5398161766783589,False,False
4,0.6229885362103922,0.6329605341386026,False,False
5,0.6413140868127333,0.6383556947150694,False,False
6,0.6359002348185773,0.6394889701260651,False,True
7,0.6341168816254419,0.48099625741455987,False,False
8,0.6483126888264695,0.47763861395046886,True,False
9,0.5581620832752967,0.43929813034275017,False,False
10,0.5155589265666279,0.43821448497316656,False,False
