k,WCSS,k_selected_by_max_chord
1,608.0000000000001,False
2,397.30842258556356,False
3,234.50876974853654,False
4,138.32081891438062,True
5,101.32387651452314,False
6,78.93667244145888,False
7,61.95393415601862,False
8,52.055478808914714,False
9,42.807768912462926,False
10,35.25525709637071,False
