k,Cost,k_selected_by_max_chord
1,122.37933284578935,False
2,80.26737088190636,False
3,50.34002454021356,True
4,41.03588392534868,False
5,37.24700063329034,False
6,33.64032425499909,False
7,30.530907982073693,False
8,27.89090729280391,False
9,25.43088489187717,False
10,23.367712627981653,False
