Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g4,Active Power,Mode 1,0.6062,-0.08,5,0.2619443963793105,0.3273062097887693,0.5237200050844739
g4,Active Power,Mode 4,1.1211,-0.3373,2,0.40133497816003383,0.40133497816003383,0.45488080686497856
g4,Current,Mode 1,0.6062,-0.08,5,0.2599007473362758,0.2763969833741459,0.34337248223689476
g4,Current,Mode 4,1.1211,-0.3373,2,0.35892935458248093,0.35892935458248093,0.35892935458248093
g4,Reactive Power,Mode 1,0.6062,-0.08,5,0.25791016333433503,0.3504338966781107,0.6589589799782241
g4,Voltage,Mode 1,0.6062,-0.08,5,0.24581751453343786,0.25508318965735954,0.28477241438599743
g5,Active Power,Mode 1,0.6062,-0.08,5,0.2749445155847371,0.2966894492833235,0.36597098563884667
g5,Active Power,Mode 4,1.1211,-0.3373,2,0.45488370193759564,0.45488370193759564,0.45953932770281264
g5,Current,Mode 1,0.6062,-0.08,5,0.24696328608424037,0.2633879353494956,0.3368822861128904
g5,Current,Mode 4,1.1211,-0.3373,3,0.48776236128239747,0.4736784261615594,0.48776236128239747
g5,Reactive Power,Mode 1,0.6062,-0.08,7,0.5899722203937203,0.4799295153082036,0.5906136374655936
g5,Voltage,Mode 1,0.6062,-0.08,11,0.3766843702300405,0.5149570940022986,0.7312161031070976
g6,Active Power,Mode 1,0.6062,-0.08,5,0.29086059557864197,0.29264585471932725,0.3282382040237678
g6,Active Power,Mode 4,1.1211,-0.3373,2,0.41520343609894395,0.41520343609894395,0.44487915974802317
g6,Current,Mode 1,0.6062,-0.08,5,0.2473421588531873,0.2525507777833212,0.2924435897542474
g6,Current,Mode 4,1.1211,-0.3373,2,0.39286397413619734,0.39286397413619734,0.39286397413619734
g6,Reactive Power,Mode 1,0.6062,-0.08,3,0.2677240932787007,0.2603673688640764,0.2677240932787007
g6,Voltage,Mode 1,0.6062,-0.08,6,0.2729797288654582,0.30091010031184445,0.50268705203986
g6,Voltage,Mode 4,1.1211,-0.3373,1,0.05084028724007786,0.05084028724007786,0.05084028724007786
g7,Active Power,Mode 1,0.6062,-0.08,4,0.2529171154348338,0.30014179063870394,0.45159473887722656
g7,Active Power,Mode 4,1.1211,-0.3373,2,0.43007625224087104,0.43007625224087104,0.4716355321608688
g7,Current,Mode 1,0.6062,-0.08,5,0.26192769302992436,0.2708831806838493,0.3078749881919635
g7,Current,Mode 4,1.1211,-0.3373,2,0.42059794579626136,0.42059794579626136,0.42059794579626136
g7,Reactive Power,Mode 1,0.6062,-0.08,6,0.26467944781989444,0.3290098564442779,0.4824811020593939
g7,Reactive Power,Mode 4,1.1211,-0.3373,1,0.4152047461597026,0.4152047461597026,0.4152047461597026
g7,Voltage,Mode 1,0.6062,-0.08,7,0.1737744708120747,0.2324987320009376,0.5014306083049008
g7,Voltage,Mode 3,1.0312,-0.2558,1,0.09447616330035861,0.09447616330035861,0.09447616330035861
