k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.5432280691923773,0.4293423348741283,False,False
3,0.5930897754458385,0.523739760702585,False,False
4,0.5991335163297934,0.5991335163297934,False,False
5,0.618129835904617,0.618129835904617,False,True
6,0.606935956015017,0.45678331813861633,False,False
7,0.6283843461596925,0.49189397985811223,True,False
8,0.5920739632267817,0.5920739632267817,False,False
9,0.5928872944530257,0.5551495248671231,False,False
10,0.5675009702684085,0.5675009702684085,False,False
