k,Cost,k_selected_by_max_chord
1,59.04845913488992,False
2,44.78804810186326,False
3,36.47083867666831,False
4,28.88482489226977,False
5,22.255565834970476,True
6,17.26105905149109,False
7,12.965540836921658,False
8,11.423494299740645,False
9,10.087241566168334,False
10,8.767906816763949,False
