k,WCSS,k_selected_by_max_chord
1,110.00000000000001,False
2,45.843697114755635,False
3,19.56808319610146,True
4,12.440892246635329,False
5,9.085505295511705,False
6,6.873818830402142,False
7,5.057909906441351,False
8,3.228395341287254,False
9,2.1953052020164847,False
10,1.4142874418984361,False
