Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,93,0.2838830438148252,0.34170683576617,0.8428738843090433
Mode 4,1.1211,-0.3373,17,0.3663399473787892,0.32375995983170686,0.4523652353478277
Mode 5,1.3155,-0.4033,1,0.3311054668172687,0.3311054668172687,0.3311054668172687
Mode 7,1.4953,-0.7033,1,0.3597503257274587,0.3597503257274587,0.3597503257274587
