Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,103,0.2937610083299345,0.36972797919914546,0.9106102976796325
Mode 3,1.0312,-0.2558,11,0.06384704776416478,0.13722577037281053,0.36090422644852915
Mode 4,1.1211,-0.3373,30,0.25781601925754216,0.2438195721053213,0.5371083667285297
Mode 5,1.3155,-0.4033,1,0.2809532028399914,0.2809532028399914,0.2809532028399914
Mode 7,1.4953,-0.7033,1,0.5853044127193616,0.5853044127193616,0.5853044127193616
