k,Cost,k_selected_by_max_chord
1,135.5484031032453,False
2,98.48376639675568,False
3,66.8398359292707,True
4,56.00884130407384,False
5,47.990913948465206,False
6,41.08287359139814,False
7,36.07032195597149,False
8,33.044730276190954,False
9,30.593158022233364,False
10,27.62389382408451,False
