k,Cost,k_selected_by_max_chord
1,109.3764119439966,False
2,64.86128044914557,False
3,41.9246337464524,True
4,34.73212333296668,False
5,29.63393104098132,False
6,24.87051796346756,False
7,21.800441099416886,False
8,19.054534274919465,False
9,16.9119179486415,False
10,15.255162095091052,False
