Gen,Signal,Method,R2,RMSE,Poles
g1,Voltage,Order 2,0.9516870021763826,8.67486853303204e-06,1
g1,Voltage,Order 4,0.9725583154703017,6.53787017442304e-06,2
g1,Voltage,Order 6,-0.1409768442548338,4.215696371343316e-05,3
g1,Voltage,Tau 1,0.9303583226152901,1.0415149785493063e-05,2
g1,Voltage,Tau 0.1,-0.1409768442548338,4.215696371343316e-05,3
g1,Voltage,Tau 0.01,-0.1409768442548338,4.215696371343316e-05,3
g1,Current,Order 2,0.7757694539639194,4.90799022311996e-05,1
g1,Current,Order 4,0.7233278359592892,5.4517889516440784e-05,2
g1,Current,Order 6,-11.874475890103776,0.00037189563484121504,3
g1,Current,Tau 1,-4.61151381768312,0.000245525339368809,3
g1,Current,Tau 0.1,-11.874475890103776,0.00037189563484121504,3
g1,Current,Tau 0.01,-11.874475890103776,0.00037189563484121504,3
g1,Active Power,Order 2,-14.969914213774775,4.423248223405997,1
g1,Active Power,Order 4,0.8108010711778821,0.4814479665561401,2
g1,Active Power,Order 6,-6.38722141517241,3.0083653524643803,3
g1,Active Power,Tau 1,0.9209553631440606,0.3111904240550122,2
g1,Active Power,Tau 0.1,-6.38722141517241,3.0083653524643803,3
g1,Active Power,Tau 0.01,-6.38722141517241,3.0083653524643803,3
g1,Reactive Power,Order 2,0.14471692165155348,0.10721666632068112,1
g1,Reactive Power,Order 4,0.806948091874865,0.05093829556727982,2
g1,Reactive Power,Order 6,0.9714718404306675,0.01958142246353232,3
g1,Reactive Power,Tau 1,0.9714718404306675,0.01958142246353232,3
g1,Reactive Power,Tau 0.1,0.9895631208745413,0.01184384422245452,4
g1,Reactive Power,Tau 0.01,-7.3465141755876004,0.33493453316475896,5
g2,Voltage,Order 2,-0.9151594723098244,3.252631061324359e-05,1
g2,Voltage,Order 4,0.602498350511071,1.4818416632837247e-05,3
g2,Voltage,Order 6,0.9789912545789249,3.4066882517809345e-06,3
g2,Voltage,Tau 1,0.9789912545789249,3.4066882517809345e-06,3
g2,Voltage,Tau 0.1,0.9789912545789249,3.4066882517809345e-06,3
g2,Voltage,Tau 0.01,0.9789912545789249,3.4066882517809345e-06,3
g2,Current,Order 2,0.7962212661768235,7.755748782533159e-05,1
g2,Current,Order 4,0.7624929204163818,8.373028768974393e-05,2
g2,Current,Order 6,0.9866362937172641,1.986130426129177e-05,3
g2,Current,Tau 1,0.7962212661768235,7.755748782533159e-05,1
g2,Current,Tau 0.1,0.7845379759776406,7.974981260813613e-05,4
g2,Current,Tau 0.01,0.993098911930172,1.4272599802227552e-05,5
g2,Active Power,Order 2,0.8090655914063872,0.04319609381197911,1
g2,Active Power,Order 4,0.8358864875796445,0.040047420302346474,2
g2,Active Power,Order 6,0.9659021721887794,0.01825432305524146,3
g2,Active Power,Tau 1,0.9048907071340256,0.03048694111129004,2
g2,Active Power,Tau 0.1,-0.7953668263909459,0.13245823801283663,3
g2,Active Power,Tau 0.01,-14.354799209685682,0.3873686288480056,5
g2,Reactive Power,Order 2,0.9193339776832146,0.025026919416746493,1
g2,Reactive Power,Order 4,0.9871103751170434,0.0100041965000408,2
g2,Reactive Power,Order 6,0.9986876172338892,0.003192216466550799,3
g2,Reactive Power,Tau 1,0.9871103751170434,0.0100041965000408,2
g2,Reactive Power,Tau 0.1,0.9986876172338892,0.003192216466550799,3
g2,Reactive Power,Tau 0.01,-2.4492331098775493,0.16365276499166365,4
g3,Voltage,Order 2,0.9272600924386389,4.9592618043216e-06,1
g3,Voltage,Order 4,0.8737574124703524,6.533315136989563e-06,2
g3,Voltage,Order 6,0.9901594946059906,1.8240610308253003e-06,3
g3,Voltage,Tau 1,0.9272600924386389,4.9592618043216e-06,1
g3,Voltage,Tau 0.1,0.9948311159506033,1.3219927040382344e-06,4
g3,Voltage,Tau 0.01,0.9948311159506033,1.3219927040382344e-06,4
g3,Current,Order 2,0.7391154833565303,7.885484705931582e-05,1
g3,Current,Order 4,0.8293108852026574,6.37833249053594e-05,2
g3,Current,Order 6,0.9856811757363785,1.8473871603615594e-05,3
g3,Current,Tau 1,0.9456762615659062,3.598314062730481e-05,3
g3,Current,Tau 0.1,-24.350974290375433,0.0007773230907214092,4
g3,Current,Tau 0.01,-24.350974290375433,0.0007773230907214092,4
g3,Active Power,Order 2,0.7787155839853077,0.05249065209836397,1
g3,Active Power,Order 4,0.8173803931493612,0.04768483178778843,2
g3,Active Power,Order 6,0.979199069999644,0.016093404584232383,3
g3,Active Power,Tau 1,0.9350505267562241,0.02843769354671454,2
g3,Active Power,Tau 0.1,-14.170136776123071,0.434611587770644,5
g3,Active Power,Tau 0.01,-14.170136776123071,0.434611587770644,5
g3,Reactive Power,Order 2,0.8018916243190382,0.01677171738373787,1
g3,Reactive Power,Order 4,0.8333629995652553,0.015381965634688887,2
g3,Reactive Power,Order 6,0.9950857553879368,0.0026415236424762152,3
g3,Reactive Power,Tau 1,0.9494834487597332,0.00846921121327975,2
g3,Reactive Power,Tau 0.1,0.9950857553879368,0.0026415236424762152,3
g3,Reactive Power,Tau 0.01,0.825906126075936,0.015722364540783358,5
g4,Voltage,Order 2,-6.8833827526759706e-15,2.9934880814301103e-05,2
g4,Voltage,Order 4,0.9444487301369551,7.055446919570883e-06,2
g4,Voltage,Order 6,0.5006185752119923,2.1154059686882387e-05,4
g4,Voltage,Tau 1,0.31095989061795315,2.4848477548412544e-05,2
g4,Voltage,Tau 0.1,0.31095989061795315,2.4848477548412544e-05,2
g4,Voltage,Tau 0.01,0.31095989061795315,2.4848477548412544e-05,2
g4,Current,Order 2,0.753459250008912,8.20728348527871e-05,1
g4,Current,Order 4,0.8178042518021797,7.055441528877218e-05,2
g4,Current,Order 6,-1.096992833203465,0.00023936108853552247,3
g4,Current,Tau 1,0.9217533207249583,4.623682837062202e-05,2
g4,Current,Tau 0.1,-18.118815209049288,0.0007227457822313571,4
g4,Current,Tau 0.01,-18.118815209049288,0.0007227457822313571,4
g4,Active Power,Order 2,0.8136782922469268,0.054632794592286926,1
g4,Active Power,Order 4,0.8239253141032081,0.05310924766534809,2
g4,Active Power,Order 6,-1.7863994489488095,0.21127269681874258,3
g4,Active Power,Tau 1,0.9322769235389831,0.03293745411041554,3
g4,Active Power,Tau 0.1,-6.620852016298197,0.349400443906265,3
g4,Active Power,Tau 0.01,-1.9159924621289148,0.21612991699514428,4
g4,Reactive Power,Order 2,0.8317360691510072,0.04037591789012409,1
g4,Reactive Power,Order 4,0.9163755988100493,0.02846383438443981,2
g4,Reactive Power,Order 6,-0.750496072739723,0.13022892743861103,2
g4,Reactive Power,Tau 1,0.8849493603680727,0.03338653989611467,2
g4,Reactive Power,Tau 0.1,-0.750496072739723,0.13022892743861103,2
g4,Reactive Power,Tau 0.01,-0.750496072739723,0.13022892743861103,2
g5,Voltage,Order 2,0.8833958418495318,7.661540583506117e-06,1
g5,Voltage,Order 4,0.9744439511282597,3.5867899356736344e-06,2
g5,Voltage,Order 6,0.9684155532458655,3.987454353588434e-06,3
g5,Voltage,Tau 1,0.9744439511282597,3.5867899356736344e-06,2
