k,Cost,k_selected_by_max_chord
1,133.74366528324396,False
2,99.5640462847654,False
3,70.119226141739,False
4,52.16273295336719,True
5,46.35967655164552,False
6,41.02380790308996,False
7,36.527671626221206,False
8,33.08889264410838,False
9,30.184246972566093,False
10,27.130649298600844,False
