k,WCSS,k_selected_by_max_chord
1,716.0000000000001,False
2,450.2687389389711,False
3,270.81790081593465,False
4,151.82466476910258,True
5,107.81460213078302,False
6,87.55773019820258,False
7,68.86561732145543,False
8,59.7105444132591,False
9,50.63727775344131,False
10,42.04011792028943,False
