k,Cluster,Size,Representative_Frequency,Representative_Damping,MAD_2D,Mean_2D_Distance,Max_2D_Distance
2,1,97,0.540155099629706,-0.12914901281248642,0.02469595992678534,0.03420644961081853,0.8302786134882667
2,2,51,1.0529149778626306,-0.7406349272751387,0.06547443710573206,0.11287550801466784,0.6968635569133322
