k,Cluster,Size,Representative_Frequency,Representative_Damping,MAD_2D,Mean_2D_Distance,Max_2D_Distance
7,1,96,0.5426268721767263,-0.12086101141204952,0.01960201047362664,0.02472363498514048,0.06421367803898863
7,2,21,1.0690410325104027,-0.6846543864983701,0.03688538711495996,0.04450330961053896,0.12352103901351848
7,3,1,0.3028649351157434,-0.9247971472544236,0.0,0.0,0.0
7,4,3,1.0867356536683581,-0.24779756789459348,0.01035095151248114,0.011838313464064129,0.01770827988873422
7,5,1,0.5748156700621905,-1.2476259221011228,0.0,0.0,0.0
7,6,2,1.0803376957677628,-1.0512605612612806,0.06383814016531983,0.06383814016531983,0.06383814016531998
7,7,24,1.0522126735697048,-0.804212476094118,0.03807009562563278,0.0363107027268356,0.08876059448420463
