Cluster,Frequency,Damping,Size,MeanSilhouette,RetainedBySilhouette,FinalCluster
1,1.0595105736063708,-0.7596967666580047,45,0.9277945651816252,True,1
2,0.540689324332649,-0.14388428545124135,98,0.9819113812677855,True,2
