k,kmeans_silhouette,kmedoids_silhouette,kmeans_selected_by_silhouette,kmedoids_selected_by_silhouette
2,0.6750670980287473,0.6750670980287473,False,False
3,0.7351439176862559,0.7351439176862559,True,True
4,0.7069483301445336,0.6839757071945146,False,False
5,0.6656759752233643,0.661926912317429,False,False
6,0.6545313209557594,0.644193438884261,False,False
7,0.6309039553948957,0.667043971628736,False,False
8,0.6630345587840899,0.49675026345420564,False,False
9,0.6851876338680227,0.5900995786016537,False,False
10,0.6200711281786478,0.6200711281786478,False,False
