k,Cost,k_selected_by_max_chord
1,90.0642036456413,False
2,66.92742402595525,False
3,49.304747703835545,False
4,39.744998008878554,False
5,30.036868474929417,True
6,26.195227159843974,False
7,22.538085963248776,False
8,20.442224788463744,False
9,17.966748984436613,False
10,16.354570876133806,False
