k,Cost,k_selected_by_max_chord
1,152.72637491239055,False
2,115.69592703761171,False
3,81.34005150391138,False
4,52.11497258593923,True
5,43.987360919348276,False
6,40.086188710533804,False
7,37.00109180756351,False
8,34.14053309332742,False
9,30.95945551766306,False
10,28.455922617704214,False
