k,Cost,k_selected_by_max_chord
1,55.99148061490827,False
2,32.574275158088014,False
3,20.989961026929407,True
4,17.157463536868036,False
5,14.806831083430081,False
6,12.541569121863182,False
7,10.542424282899649,False
8,8.871961067733489,False
9,7.187500461039686,False
10,5.919854710461306,False
