k,Cost,k_selected_by_max_chord
1,328.2010455247453,False
2,243.12162835222748,False
3,181.24953937314024,True
4,153.97825095151774,False
5,137.6763415851412,False
6,117.92811413128226,False
7,105.47160407929618,False
8,97.10972481350183,False
9,85.11999409830625,False
10,80.44406783415661,False
