Gen,Signal,Method,R2,RMSE,Poles
g1,Voltage,Order 2,0.9650165028197033,1.0489846133253766e-05,1
g1,Voltage,Order 4,0.34529862845520054,4.537943999640964e-05,2
g1,Voltage,Order 6,-0.8000917833484953,7.52462448788931e-05,3
g1,Voltage,Tau 1,-3.1846112073904953,0.00011472684847196853,2
g1,Voltage,Tau 0.1,-0.8000917833484953,7.52462448788931e-05,3
g1,Voltage,Tau 0.01,-0.8000917833484953,7.52462448788931e-05,3
g1,Current,Order 2,0.7834491093942288,6.349884627499192e-05,1
g1,Current,Order 4,0.8139262191725767,5.886110875276947e-05,2
g1,Current,Order 6,0.9992067522559704,3.843175970520762e-06,3
g1,Current,Tau 1,0.9096608203352226,4.101322482843751e-05,2
g1,Current,Tau 0.1,0.9992067522559704,3.843175970520762e-06,3
g1,Current,Tau 0.01,0.9992067522559704,3.843175970520762e-06,3
g1,Active Power,Order 2,0.7678142625496713,0.7053432132157079,1
g1,Active Power,Order 4,0.7965203739402348,0.6603028746945887,2
g1,Active Power,Order 6,0.9997005220504119,0.025331747363533993,3
g1,Active Power,Tau 1,-12.944128348957506,5.466110518647991,3
g1,Active Power,Tau 0.1,0.9997005220504119,0.025331747363533993,3
g1,Active Power,Tau 0.01,0.9997005220504119,0.025331747363533993,3
g1,Reactive Power,Order 2,0.0800092040559317,0.12977759239745132,1
g1,Reactive Power,Order 4,0.5805036810163398,0.0876338816827283,2
g1,Reactive Power,Order 6,0.9687439316127421,0.023920769485127443,3
g1,Reactive Power,Tau 0.01,0.9068824915237815,0.04128798091476729,7
g2,Voltage,Order 2,0.3189536310656945,2.3941541231646235e-05,1
g2,Voltage,Order 4,0.9314624603783284,7.5950042053821415e-06,2
g2,Voltage,Order 6,0.9677682433440394,5.208417044572594e-06,3
g2,Voltage,Tau 1,0.9677682433440394,5.208417044572594e-06,3
g2,Voltage,Tau 0.1,0.9677682433440394,5.208417044572594e-06,3
g2,Voltage,Tau 0.01,0.99560420291078,1.923457444647608e-06,5
g2,Current,Order 2,0.8060699044893685,0.00010025928052199054,1
g2,Current,Order 4,0.8098437833816822,9.927896525695002e-05,2
g2,Current,Order 6,0.9840292223165686,2.8771666005309644e-05,3
g2,Current,Tau 1,0.92323849322557,6.307739125772741e-05,4
g2,Current,Tau 0.1,0.997744205729486,1.0813137429069816e-05,4
g2,Current,Tau 0.01,0.997744205729486,1.0813137429069816e-05,4
g2,Active Power,Order 2,0.782725056249123,0.059899163289162165,1
g2,Active Power,Order 4,0.05670488724962619,0.12480722440963361,2
g2,Active Power,Order 6,0.9644046544129521,0.024244461354150534,3
g2,Active Power,Tau 1,0.9059841187652294,0.0394018436554956,3
g2,Active Power,Tau 0.1,-19.340787755374702,0.579561885892139,4
g2,Active Power,Tau 0.01,-28.110924491956595,0.6933362891708437,5
g2,Reactive Power,Order 2,0.8774487687138949,0.03659598908834922,1
g2,Reactive Power,Order 4,0.9613830974991999,0.020542976424793954,2
g2,Reactive Power,Order 6,0.9964645328210469,0.006215814637826505,3
g2,Reactive Power,Tau 1,0.9613830974991999,0.020542976424793954,2
g2,Reactive Power,Tau 0.1,0.9964645328210469,0.006215814637826505,3
g2,Reactive Power,Tau 0.01,-7.241775915698932,0.30011316788239845,4
g3,Voltage,Order 2,0.9365498639676166,7.455565806228902e-06,1
g3,Voltage,Order 4,0.9351747274346747,7.53592391128039e-06,2
g3,Voltage,Order 6,0.942853120830607,7.075556254764797e-06,3
g3,Voltage,Tau 1,0.9365498639676166,7.455565806228902e-06,1
g3,Voltage,Tau 0.1,0.7208042220117832,1.5639351920928627e-05,4
g3,Voltage,Tau 0.01,0.3660501354963449,2.356632082568572e-05,6
g3,Current,Order 2,0.7417997613813261,0.00010627077490968655,1
g3,Current,Order 4,0.9364255355441397,5.273232049543135e-05,2
g3,Current,Order 6,0.9820949394287374,2.798487845601252e-05,3
g3,Current,Tau 1,0.9421375264920736,5.030764935632349e-05,2
g3,Current,Tau 0.1,0.9994483822165581,4.911958141101428e-06,4
g3,Current,Tau 0.01,0.9994483822165581,4.911958141101428e-06,4
g3,Active Power,Order 2,0.775871570314408,0.06944496958510586,1
g3,Active Power,Order 4,0.7835128822854617,0.06825089440497273,2
g3,Active Power,Order 6,0.9785252834158469,0.021495920057680345,3
g3,Active Power,Tau 1,0.4214500547668495,0.11157393402080083,2
g3,Active Power,Tau 0.1,-65.59928429977768,1.1970908159651343,5
g3,Active Power,Tau 0.01,-65.59928429977768,1.1970908159651343,5
g3,Reactive Power,Order 2,0.7690642126929833,0.020015727714447786,1
g3,Reactive Power,Order 4,0.8572722277120727,0.015735480477391952,2
g3,Reactive Power,Order 6,-1.2228675387753403,0.062098706881421814,3
g3,Reactive Power,Tau 1,0.7690642126929833,0.020015727714447786,1
g3,Reactive Power,Tau 0.1,-1.2228675387753403,0.062098706881421814,3
g3,Reactive Power,Tau 0.01,0.9993072909390411,0.0010962287783471616,6
g4,Voltage,Order 2,0.34760785083480694,2.6782059370170142e-05,1
g4,Voltage,Order 4,0.8924377986974164,1.0874754118389048e-05,2
g4,Voltage,Order 6,-1.483310905828271,5.225226891654688e-05,3
g4,Voltage,Tau 1,-1.483310905828271,5.225226891654688e-05,3
g4,Voltage,Tau 0.1,-1.483310905828271,5.225226891654688e-05,3
g4,Voltage,Tau 0.01,-6.494560778874834,9.077425606397957e-05,5
g4,Current,Order 2,0.7258250545502454,0.00011526865399525715,1
g4,Current,Order 4,0.9323023628671874,5.727750532231815e-05,2
g4,Current,Order 6,-1.8431995921615516,0.00037119405594595965,3
g4,Current,Tau 1,0.9175557016796254,6.32088155165161e-05,3
g4,Current,Tau 0.1,0.9941096719243471,1.68953456557027e-05,4
g4,Current,Tau 0.01,-12.905026937299978,0.0008208867699296111,5
g4,Active Power,Order 2,-12.618216969612021,0.6102730428162054,1
g4,Active Power,Order 4,0.8041943235174149,0.07317735384561419,2
g4,Active Power,Order 6,0.9763449502764567,0.025434663401448253,3
g4,Active Power,Tau 1,0.5312596625765063,0.11322184461048292,1
g4,Active Power,Tau 0.1,0.9975352402528966,0.008210155039300664,4
g4,Active Power,Tau 0.01,-15.568316990975273,0.6731366847791885,5
g4,Reactive Power,Order 2,0.8460432978651236,0.04444694415034839,1
g4,Reactive Power,Order 4,0.6242857230775103,0.0694338835513128,2
g4,Reactive Power,Order 6,0.9945985000781187,0.008325298131129182,3
g4,Reactive Power,Tau 1,0.9945985000781187,0.008325298131129182,3
g4,Reactive Power,Tau 0.1,0.9945985000781187,0.008325298131129182,3
g4,Reactive Power,Tau 0.01,0.872953573888812,0.04037605040431362,3
g5,Voltage,Order 2,0.6914570580556119,1.4674442720578024e-05,1
g5,Voltage,Order 4,0.9464067213750942,6.115880238251725e-06,2
g5,Voltage,Order 6,0.974152323636154,4.247315894989045e-06,3
g5,Voltage,Tau 1,0.9464067213750942,6.115880238251725e-06,2
g5,Voltage,Tau 0.1,0.9464067213750942,6.115880238251725e-06,2
g5,Voltage,Tau 0.01,0.9981975235638498,1.1216015666107871e-06,7
g5,Current,Order 2,-1.7679274809215282,0.00034713417227089403,1
g5,Current,Order 4,0.9080092977577578,6.32837172639161e-05,2
g5,Current,Order 6,0.9567489686336192,4.339285733474353e-05,3
g5,Current,Tau 1,-5.515886003933931,0.0005326068568284047,3
g5,Current,Tau 0.1,-5.515886003933931,0.0005326068568284047,3
g5,Current,Tau 0.01,0.9988541702403664,7.06285130750672e-06,4
g5,Active Power,Order 2,0.6678726878593411,0.07301782634156889,1
g5,Active Power,Order 4,-4.697863136067226,0.30243539139777037,2
g5,Active Power,Order 6,0.9554137585401202,0.02675328011467316,3
g5,Active Power,Tau 1,0.9186254624908257,0.036142723190406706,3
g5,Active Power,Tau 0.1,-21.899318596469417,0.6063004417540107,4
g5,Active Power,Tau 0.01,-21.899318596469417,0.6063004417540107,4
g5,Reactive Power,Order 2,0.29505197498746016,0.026102598347398653,1
g5,Reactive Power,Order 4,0.929193546395146,0.008272592142300531,2
g5,Reactive Power,Order 6,0.9728064194135029,0.0051267057215028744,3
g5,Reactive Power,Tau 1,0.995445877348379,0.0020980099961263746,4
g5,Reactive Power,Tau 0.1,0.450834550338593,0.023038637674427234,4
g5,Reactive Power,Tau 0.01,0.450834550338593,0.023038637674427234,4
g6,Voltage,Order 2,0.48039845569933415,3.1027648055308973e-05,1
g6,Voltage,Order 4,0.9386064097268259,1.0665351073766507e-05,2
g6,Voltage,Order 6,0.9908584219566566,4.115515348311113e-06,3
g6,Voltage,Tau 1,0.9908584219566566,4.115515348311113e-06,3
g6,Voltage,Tau 0.1,0.9972555874731819,2.254957373054339e-06,4
