k,WCSS,k_selected_by_max_chord
1,289.99999999999994,False
2,171.00398811199398,False
3,90.88766778132226,False
4,49.22495442651821,True
5,31.754994929393693,False
6,21.037009027848935,False
7,17.318526645582434,False
8,13.99091387254448,False
9,11.296037790225006,False
10,10.048365088462834,False
