Method,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Order 2,Mode 1,0.6062,-0.08,2,0.22298658259275222,0.22298658259275222,0.2246261439083853
Order 4,Mode 1,0.6062,-0.08,7,0.2908885545802135,0.254579420695727,0.3651162875793468
Order 6,Mode 1,0.6062,-0.08,9,0.28441141591698216,0.3192354582825798,0.673444281447612
Tau 0.01,Mode 1,0.6062,-0.08,12,0.2705954597343926,0.3417262523421903,0.6259760223946573
Tau 0.01,Mode 4,1.1211,-0.3373,6,0.26688054170911135,0.2741172741642893,0.35986598824380567
Tau 0.1,Mode 1,0.6062,-0.08,10,0.2705954597343926,0.33910507184887567,0.673444281447612
Tau 0.1,Mode 4,1.1211,-0.3373,5,0.27300696575539257,0.2980037244375106,0.35986598824380567
Tau 1,Mode 1,0.6062,-0.08,4,0.27204490899638356,0.3597202801793745,0.673444281447612
