Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,44,0.27314139068212717,0.3189044341343489,0.673444281447612
Mode 4,1.1211,-0.3373,11,0.27300696575539257,0.2849747515612081,0.35986598824380567
