Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,84,0.28176167760567694,0.34910260379257624,0.7472980395537339
Mode 3,1.0312,-0.2558,8,0.292563359838085,0.283439344799685,0.3767518354954687
Mode 4,1.1211,-0.3373,19,0.1818899856601236,0.16807700813997073,0.2633075462093906
Mode 7,1.4953,-0.7033,2,0.32835266815265585,0.32835266815265585,0.3347560177710541
