Gen,Signal,Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
g1,Active Power,Mode 1,0.6062,-0.08,5,0.26115274292674834,0.2959755666389334,0.4167310794402537
g1,Current,Mode 1,0.6062,-0.08,5,0.28176167760567694,0.3026488737224883,0.4053009909304345
g1,Reactive Power,Mode 1,0.6062,-0.08,7,0.2771140671228962,0.3192772569789995,0.4835688316369886
g1,Reactive Power,Mode 4,1.1211,-0.3373,1,0.2508303898233056,0.2508303898233056,0.2508303898233056
g1,Voltage,Mode 1,0.6062,-0.08,3,0.2515150814420309,0.2515150814420309,0.2515150814420309
g10,Active Power,Mode 1,0.6062,-0.08,3,0.27337999794486056,0.3628946947059823,0.5419240882282257
g10,Active Power,Mode 3,1.0312,-0.2558,2,0.28378061678129984,0.28378061678129984,0.31314040512937186
g10,Active Power,Mode 4,1.1211,-0.3373,2,0.0668454274844587,0.0668454274844587,0.0668454274844587
g10,Current,Mode 1,0.6062,-0.08,4,0.38929443342895,0.3879643706334823,0.5060383081765938
g10,Current,Mode 3,1.0312,-0.2558,2,0.3767518354954687,0.3767518354954687,0.3767518354954687
g10,Current,Mode 4,1.1211,-0.3373,1,0.10478539141944573,0.10478539141944573,0.10478539141944573
g10,Reactive Power,Mode 1,0.6062,-0.08,7,0.48701350081243994,0.4314644491798116,0.494151023282829
g10,Reactive Power,Mode 4,1.1211,-0.3373,1,0.2049331532476251,0.2049331532476251,0.2049331532476251
g10,Voltage,Mode 1,0.6062,-0.08,11,0.4816656322437555,0.396571359886528,0.550974463918905
g10,Voltage,Mode 4,1.1211,-0.3373,1,0.2120932845300974,0.2120932845300974,0.2120932845300974
g8,Active Power,Mode 1,0.6062,-0.08,3,0.29921625943408625,0.29422404185336376,0.33536687957163486
g8,Active Power,Mode 7,1.4953,-0.7033,1,0.32194931853425757,0.32194931853425757,0.32194931853425757
g8,Current,Mode 1,0.6062,-0.08,5,0.2896574622862907,0.30667324990076594,0.44017133406598685
g8,Current,Mode 7,1.4953,-0.7033,1,0.3347560177710541,0.3347560177710541,0.3347560177710541
g8,Reactive Power,Mode 1,0.6062,-0.08,3,0.2575794920574761,0.3607919443470349,0.568779392402876
g8,Reactive Power,Mode 4,1.1211,-0.3373,1,0.16500465154218158,0.16500465154218158,0.16500465154218158
g8,Voltage,Mode 1,0.6062,-0.08,5,0.17409556213564237,0.24882532409043306,0.47764097489959073
g8,Voltage,Mode 4,1.1211,-0.3373,1,0.2633075462093906,0.2633075462093906,0.2633075462093906
g9,Active Power,Mode 1,0.6062,-0.08,3,0.2556301577615969,0.23742818135627433,0.27882665207199314
g9,Active Power,Mode 3,1.0312,-0.2558,1,0.2729722919990418,0.2729722919990418,0.2729722919990418
g9,Active Power,Mode 4,1.1211,-0.3373,3,0.16906203263280908,0.15548514074554426,0.24280562711418263
g9,Current,Mode 1,0.6062,-0.08,3,0.25397043660282287,0.2598955195810335,0.2717456855374548
g9,Current,Mode 3,1.0312,-0.2558,1,0.31215442767712814,0.31215442767712814,0.31215442767712814
g9,Current,Mode 4,1.1211,-0.3373,2,0.1818899856601236,0.1818899856601236,0.1818899856601236
g9,Reactive Power,Mode 1,0.6062,-0.08,8,0.4515816229841885,0.4627551482482725,0.7472980395537339
g9,Reactive Power,Mode 4,1.1211,-0.3373,3,0.19423353427483261,0.15379913150034477,0.22955356521786305
g9,Voltage,Mode 1,0.6062,-0.08,9,0.2950844431067483,0.37581996517472754,0.7300195838940603
g9,Voltage,Mode 3,1.0312,-0.2558,2,0.18066156708388653,0.18066156708388653,0.2351610463630505
g9,Voltage,Mode 4,1.1211,-0.3373,3,0.20369597788248148,0.18906169828685537,0.20369597788248148
