Reference_Mode,Reference_Frequency,Reference_Damping,Count,MAD,Mean_Distance,Max_Distance
Mode 1,0.6062,-0.08,43,0.2760766340362866,0.3180669262212618,0.811848047078808
Mode 3,1.0312,-0.2558,3,0.10080562501288481,0.09542673286458908,0.1110103493768078
Mode 4,1.1211,-0.3373,7,0.19221147819433682,0.19637567980360168,0.254660348092464
